################################################################################ 
# 
# Generated by: SpyGlass Physical 
# Generated on: Thu Sep 10 04:33:35 2015 
# Hostname    : localhost.localdomain 
# Version     : 5.5.0.2 
# Module Name : openMSP430 
# Command     : report physical.wirelength -total -detail -rpt WLnets.out 
# 
################################################################################ 
Steiner Estimate 
--------------------------------------------------------------------- 
                                                NET  NUM_PINS  LENGTH 
                              frontend_0/rtlc_N4068         3    5.80 
                           frontend_0/rtlc_N395[10]         2    5.80 
                              frontend_0/rtlc_N4721         2    5.79 
            execution_unit_0/register_file_0/r14[8]         3    5.78 
                                 dbg_0/rtlc_N113[1]         2    5.78 
                              frontend_0/rtlc_N3528         2    5.77 
            execution_unit_0/register_file_0/r10[7]         3    5.77 
                                 dbg_0/mem_data[11]         3    5.77 
                                 dbg_0/rtlc_N113[9]         2    5.76 
                                 dbg_0/dbg_dout[10]         2    5.76 
                                       inst_sext[2]         3    5.76 
                  execution_unit_0/alu_0/rtlc_N2407         3    5.76 
                                  dbg_0/inc_step[1]         2    5.75 
        execution_unit_0/register_file_0/rtlc_N8738         2    5.74 
                  execution_unit_0/alu_0/rtlc_N2401         3    5.73 
              execution_unit_0/alu_0/alu_add_inc[1]         2    5.73 
        execution_unit_0/register_file_0/rtlc_N8992         2    5.73 
                        dbg_0/dbg_uart_0/rtlc_N1806         2    5.73 
             execution_unit_0/register_file_0/r3[7]         3    5.72 
                        frontend_0/inst_dest_bin[1]         2    5.72 
                      dbg_0/dbg_uart_0/xfer_cnt[15]         3    5.70 
             execution_unit_0/register_file_0/r7[3]         3    5.70 
                        execution_unit_0/rtlc_N2632         2    5.70 
                         frontend_0/inst_src_bin[0]         2    5.70 
            execution_unit_0/register_file_0/r14[3]         3    5.69 
                                       inst_dext[1]         2    5.69 
                        dbg_0/dbg_uart_0/rtlc_N2103         2    5.68 
                              frontend_0/rtlc_N3996         3    5.68 
                              frontend_0/rtlc_N3085         3    5.68 
                          mem_backbone_0/rtlc_N2533         3    5.68 
                              frontend_0/pc_incr[2]         2    5.68 
                        sfr_0/sync_cell_nmi/rtlc_N4         3    5.66 
                    mem_backbone_0/per_dout_val[11]         3    5.66 
        execution_unit_0/register_file_0/rtlc_N9055         2    5.64 
                  execution_unit_0/alu_0/rtlc_N2331         6    5.63 
                              frontend_0/rtlc_N4364         3    5.62 
                              frontend_0/rtlc_N4375         3    5.62 
                               watchdog_0/rtlc_N443         3    5.61 
                            frontend_0/rtlc_N395[3]         2    5.61 
                execution_unit_0/alu_0/rtlc_N207[4]         4    5.61 
                                   dbg_0/rtlc_N2938         2    5.61 
                                   dbg_0/rtlc_N3116         2    5.61 
                          mem_backbone_0/rtlc_N2002         3    5.59 
                                        irq_acc[12]         2    5.59 
             execution_unit_0/register_file_0/r4[7]         3    5.59 
                  execution_unit_0/alu_0/rtlc_N2453         3    5.59 
                                          pc_nxt[2]         3    5.59 
                  execution_unit_0/alu_0/rtlc_N2616         5    5.59 
                                         inst_as[2]         3    5.59 
                          mem_backbone_0/rtlc_N2580         2    5.59 
                  execution_unit_0/alu_0/rtlc_N2369         2    5.59 
                                 dbg_0/dbg_dout[11]         2    5.58 
                                         inst_as[7]         2    5.58 
              execution_unit_0/alu_0/alu_add_inc[0]         2    5.58 
                            multiplier_0/rtlc_N1581         2    5.57 
                          mem_backbone_0/rtlc_N2688         2    5.56 
                execution_unit_0/alu_0/rtlc_N207[1]         4    5.56 
                              frontend_0/pc_incr[3]         2    5.56 
                        dbg_0/dbg_uart_0/rtlc_N1899         4    5.55 
                            multiplier_0/rtlc_N2291         3    5.55 
                                   dbg_0/rtlc_N2842         4    5.55 
                               watchdog_0/wdtctl[4]         5    5.53 
                                        inst_src[2]         2    5.53 
                            multiplier_0/rtlc_N2447         3    5.53 
                        execution_unit_0/rtlc_N2463         2    5.52 
                  execution_unit_0/alu_0/rtlc_N2635         2    5.51 
                              frontend_0/rtlc_N4802         2    5.51 
                execution_unit_0/alu_0/rtlc_N353[2]         4    5.51 
                                 dbg_0/rtlc_N197[0]         2    5.50 
                            multiplier_0/rtlc_N2305         3    5.50 
            execution_unit_0/register_file_0/r5[12]         3    5.50 
                          frontend_0/rtlc_N1257[10]         3    5.49 
                              frontend_0/rtlc_N4495         2    5.49 
                        dbg_0/dbg_uart_0/rtlc_N2001         5    5.49 
                        dbg_0/dbg_uart_0/rtlc_N2026         4    5.49 
             execution_unit_0/register_file_0/r1[6]         3    5.48 
                  execution_unit_0/mdb_in_buf_valid         3    5.48 
                              frontend_0/pc_incr[6]         2    5.47 
            execution_unit_0/register_file_0/r12[1]         3    5.45 
                        dbg_0/dbg_uart_0/rtlc_N1014         2    5.45 
                      clock_module_0/dbg_rst_noscan         3    5.45 
                       dbg_0/dbg_uart_0/xfer_buf[4]         3    5.45 
                  execution_unit_0/alu_0/rtlc_N2327         5    5.44 
                            frontend_0/rtlc_N219[4]         2    5.44 
                                       inst_dext[3]         2    5.42 
                            multiplier_0/rtlc_N2393         2    5.41 
                              frontend_0/rtlc_N4861         2    5.41 
                           frontend_0/rtlc_N1255[2]         2    5.41 
                               multiplier_0/op2[11]         3    5.41 
                                    per_dout_clk[7]         2    5.40 
                              frontend_0/rtlc_N3137         3    5.40 
             execution_unit_0/alu_0/alu_add_inc[13]         2    5.39 
             execution_unit_0/register_file_0/r7[0]         3    5.39 
             execution_unit_0/register_file_0/r8[5]         3    5.39 
                              frontend_0/rtlc_N4674         3    5.38 
             execution_unit_0/register_file_0/r6[8]         3    5.36 
                                dbg_0/rtlc_N113[10]         2    5.35 
                                        sfr_0/nmi_s         3    5.35 
                  execution_unit_0/alu_0/rtlc_N2512         3    5.35 
                        execution_unit_0/rtlc_N2686         4    5.35 
                       dbg_0/dbg_uart_0/xfer_cnt[4]         3    5.34 
        execution_unit_0/register_file_0/rtlc_N6558         2    5.34 
                                   dbg_0/rtlc_N2988         2    5.34 
        execution_unit_0/register_file_0/rtlc_N8612         2    5.34 
                                   dbg_0/rtlc_N2667         2    5.34 
                        frontend_0/inst_dest_bin[2]         2    5.34 
                                          rtlc_N345         2    5.33 
        execution_unit_0/register_file_0/rtlc_N9328         2    5.33 
                                      inst_dext[10]         2    5.33 
                          frontend_0/inst_ad_nxt[6]         2    5.33 
        execution_unit_0/register_file_0/rtlc_N8183         2    5.32 
        execution_unit_0/register_file_0/rtlc_N8534         2    5.32 
        execution_unit_0/register_file_0/rtlc_N6285         2    5.32 
        execution_unit_0/register_file_0/rtlc_N6324         2    5.32 
                         execution_unit_0/rtlc_N313         4    5.32 
                               watchdog_0/rtlc_N406         3    5.32 
                          mem_backbone_0/rtlc_N2573         3    5.32 
                          frontend_0/inst_as_nxt[1]         2    5.32 
                         frontend_0/inst_jmp_bin[1]         2    5.31 
                        clock_module_0/smclk_div[1]         3    5.30 
                   execution_unit_0/alu_0/rtlc_N253         3    5.30 
                            frontend_0/rtlc_N395[5]         2    5.30 
                            multiplier_0/rtlc_N1443         2    5.30 
                           frontend_0/rtlc_N1255[6]         2    5.30 
            execution_unit_0/register_file_0/r9[13]         3    5.28 
                                       inst_dext[6]         2    5.28 
                        dbg_0/dbg_uart_0/rtlc_N1135         2    5.28 
           execution_unit_0/register_file_0/r14[14]         3    5.28 
                          mem_backbone_0/rtlc_N2415         2    5.28 
                          mem_backbone_0/rtlc_N2610         2    5.28 
            execution_unit_0/register_file_0/r10[3]         3    5.28 
                            multiplier_0/rtlc_N1782         2    5.28 
                          mem_backbone_0/rtlc_N2709         2    5.27 
                               watchdog_0/rtlc_N236         2    5.27 
                        dbg_0/dbg_uart_0/rtlc_N1917         4    5.26 
                          frontend_0/inst_as_nxt[0]         2    5.25 
                            multiplier_0/rtlc_N1508         2    5.25 
           execution_unit_0/register_file_0/r14[13]         3    5.24 
                                   dbg_0/rtlc_N2236         2    5.24 
              execution_unit_0/alu_0/alu_add_inc[4]         2    5.24 
                            frontend_0/rtlc_N219[6]         2    5.24 
                  execution_unit_0/alu_0/rtlc_N2197         2    5.24 
                   execution_unit_0/alu_0/rtlc_N757         3    5.24 
                                   dbg_0/rtlc_N1584         2    5.24 
                                   dbg_0/rtlc_N2921         2    5.23 
                  execution_unit_0/alu_0/rtlc_N2391         3    5.23 
                  execution_unit_0/alu_0/rtlc_N2189         3    5.22 
                execution_unit_0/alu_0/rtlc_N355[2]         2    5.22 
                          frontend_0/rtlc_N1255[14]         2    5.21 
                        execution_unit_0/rtlc_N2847         2    5.20 
                       dbg_0/dbg_uart_0/rtlc_N45[9]         2    5.20 
        execution_unit_0/register_file_0/rtlc_N8742         2    5.20 
                              frontend_0/rtlc_N4632         3    5.20 
                        execution_unit_0/rtlc_N2896         2    5.20 
        execution_unit_0/register_file_0/rtlc_N8521         2    5.19 
                          mem_backbone_0/rtlc_N2464         4    5.18 
                                   dbg_0/cpu_ctl[5]         4    5.18 
                                    per_dout_sfr[6]         2    5.17 
                              frontend_0/rtlc_N4378         3    5.17 
                                   dbg_0/rtlc_N2759         2    5.16 
                               watchdog_0/wdtcnt[2]         2    5.15 
                                    sfr_0/rtlc_N440         4    5.14 
        execution_unit_0/register_file_0/rtlc_N6922         2    5.14 
                     mem_backbone_0/per_dout_val[3]         3    5.14 
                              frontend_0/ext_nxt[5]         3    5.14 
                          dbg_0/dbg_uart_0/rtlc_N26         4    5.13 
                              frontend_0/rtlc_N4005         2    5.12 
                            multiplier_0/rtlc_N2273         4    5.12 
        execution_unit_0/register_file_0/rtlc_N8391         2    5.10 
        execution_unit_0/register_file_0/rtlc_N6623         2    5.10 
        execution_unit_0/register_file_0/rtlc_N7104         2    5.10 
                              frontend_0/rtlc_N4343         3    5.09 
                            multiplier_0/rtlc_N2456         3    5.09 
                               watchdog_0/wdtctl[2]         3    5.09 
                        dbg_0/dbg_uart_0/rtlc_N1932         3    5.09 
                                          rtlc_N387         2    5.09 
        execution_unit_0/register_file_0/rtlc_N8876         2    5.09 
                              frontend_0/rtlc_N4425         2    5.09 
                            multiplier_0/rtlc_N2593         3    5.09 
                              frontend_0/rtlc_N3170         3    5.08 
                    execution_unit_0/mdb_out_nxt[5]         3    5.08 
                            multiplier_0/rtlc_N1826         2    5.08 
                         execution_unit_0/status[2]         3    5.07 
                        execution_unit_0/rtlc_N2606         2    5.05 
                                     eu_mdb_out[10]         2    5.05 
                              frontend_0/rtlc_N4932         3    5.05 
                            multiplier_0/rtlc_N2590         3    5.04 
                            frontend_0/rtlc_N395[7]         2    5.03 
                                    sfr_0/rtlc_N411         4    5.03 
                       dbg_0/dbg_uart_0/xfer_buf[3]         3    5.02 
                            frontend_0/rtlc_N219[7]         2    5.02 
                       dbg_0/dbg_uart_0/xfer_bit[2]         5    5.02 
                          mem_backbone_0/rtlc_N2607         2    5.01 
                              frontend_0/rtlc_N4519         2    5.01 
                  execution_unit_0/alu_0/rtlc_N2323         2    5.00 
                        execution_unit_0/rtlc_N2960         2    4.99 
                        dbg_0/dbg_uart_0/rtlc_N1855         2    4.99 
                                   dbg_0/rtlc_N1523         3    4.98 
        execution_unit_0/register_file_0/rtlc_N8764         2    4.98 
                        dbg_0/dbg_uart_0/rtlc_N1901         5    4.97 
                               watchdog_0/rtlc_N413         2    4.97 
                        execution_unit_0/rtlc_N2914         2    4.97 
        execution_unit_0/register_file_0/rtlc_N8961         2    4.96 
                            multiplier_0/rtlc_N1722         2    4.96 
                           dbg_0/dbg_uart_0/rxd_maj         3    4.96 
                                      eu_mdb_out[0]         2    4.95 
                              frontend_0/rtlc_N4564         3    4.95 
        execution_unit_0/register_file_0/rtlc_N9282         2    4.95 
             execution_unit_0/register_file_0/r3[0]         3    4.94 
                            multiplier_0/rtlc_N1286         2    4.94 
                                         eu_mab[13]         3    4.93 
                  execution_unit_0/alu_0/rtlc_N2464         6    4.93 
                                    dbg_0/mem_start         3    4.93 
                           frontend_0/rtlc_N1257[7]         3    4.93 
                        execution_unit_0/rtlc_N2838         2    4.92 
                                   dbg_0/rtlc_N1904         2    4.91 
                            clock_module_0/rtlc_N52         4    4.90 
                              frontend_0/rtlc_N2845         3    4.89 
        execution_unit_0/register_file_0/rtlc_N8901         2    4.89 
                                         eu_mab[11]         3    4.89 
            execution_unit_0/register_file_0/r8[10]         3    4.88 
                          frontend_0/i_state_nxt[1]         2    4.88 
                                 dbg_0/rtlc_N197[8]         2    4.88 
                                   dbg_0/rtlc_N1581         2    4.87 
                        execution_unit_0/rtlc_N2877         2    4.87 
                          watchdog_0/wdtcnt_nxt[14]         2    4.87 
                          dbg_0/dbg_uart_0/rtlc_N75         5    4.86 
           execution_unit_0/register_file_0/r12[14]         3    4.86 
                  execution_unit_0/alu_0/rtlc_N2321         2    4.86 
              clock_module_0/sync_cell_lfxt_clk/VCC         2    4.86 
        execution_unit_0/register_file_0/rtlc_N8939         2    4.86 
                    mem_backbone_0/per_dout_val[12]         3    4.85 
                                   dbg_0/rtlc_N2854         2    4.84 
                                dbg_0/rtlc_N197[10]         2    4.83 
             execution_unit_0/register_file_0/r7[8]         3    4.82 
                  execution_unit_0/alu_0/rtlc_N2223         6    4.82 
                          mem_backbone_0/rtlc_N2433         3    4.82 
                              frontend_0/pc_incr[1]         2    4.82 
                              frontend_0/rtlc_N4384         3    4.82 
                         clock_module_0/aclk_div[1]         4    4.81 
             execution_unit_0/register_file_0/r1[4]         3    4.80 
                                       inst_dext[7]         2    4.79 
  execution_unit_0/register_file_0/reg_incr_val[13]         3    4.79 
                  execution_unit_0/alu_0/rtlc_N2313         5    4.78 
                        dbg_0/dbg_uart_0/rtlc_N2144         2    4.78 
                          mem_backbone_0/rtlc_N2513         3    4.78 
                          mem_backbone_0/rtlc_N2423         3    4.77 
                         frontend_0/inst_src_bin[2]         2    4.77 
                        execution_unit_0/rtlc_N2910         2    4.77 
                        execution_unit_0/rtlc_N2894         2    4.76 
                            frontend_0/rtlc_N219[9]         2    4.76 
                            frontend_0/rtlc_N395[9]         2    4.76 
                            multiplier_0/rtlc_N1617         2    4.76 
                        execution_unit_0/rtlc_N2792         2    4.76 
        execution_unit_0/register_file_0/rtlc_N9382         2    4.76 
                                   per_dout_sfr[10]         2    4.74 
                            multiplier_0/rtlc_N2372         2    4.74 
                        dbg_0/dbg_uart_0/rtlc_N1819         2    4.74 
             execution_unit_0/register_file_0/r9[3]         3    4.74 
                        dbg_0/dbg_uart_0/rtlc_N1402         2    4.74 
                            multiplier_0/rtlc_N2473         3    4.73 
                              frontend_0/rtlc_N4462         3    4.73 
                            multiplier_0/rtlc_N2482         3    4.73 
                              frontend_0/rtlc_N4402         3    4.72 
        execution_unit_0/register_file_0/rtlc_N8664         2    4.72 
                               watchdog_0/rtlc_N435         3    4.72 
                            frontend_0/rtlc_N395[2]         2    4.72 
                         frontend_0/inst_alu_nxt[8]         3    4.71 
                        execution_unit_0/rtlc_N2826         2    4.71 
                    execution_unit_0/alu_0/rtlc_N83         3    4.71 
        execution_unit_0/register_file_0/rtlc_N8994         2    4.70 
        execution_unit_0/register_file_0/rtlc_N7728         2    4.70 
                              frontend_0/rtlc_N3864         2    4.69 
                            multiplier_0/rtlc_N1383         2    4.69 
                        execution_unit_0/rtlc_N2905         2    4.69 
                              frontend_0/rtlc_N4928         4    4.68 
                     mem_backbone_0/per_dout_val[8]         3    4.68 
                     mem_backbone_0/per_dout_val[4]         3    4.68 
        execution_unit_0/register_file_0/rtlc_N8870         2    4.68 
                                    dbg_mem_addr[4]         2    4.68 
                               watchdog_0/rtlc_N485         2    4.68 
                              frontend_0/rtlc_N4340         3    4.67 
                           frontend_0/rtlc_N1255[7]         2    4.67 
                              frontend_0/rtlc_N4623         5    4.66 
                                   dbg_0/rtlc_N2487         2    4.66 
                              frontend_0/rtlc_N4740         3    4.66 
           execution_unit_0/register_file_0/r12[15]         3    4.65 
                  execution_unit_0/alu_0/rtlc_N2421         2    4.65 
        execution_unit_0/register_file_0/rtlc_N9288         2    4.65 
        execution_unit_0/register_file_0/rtlc_N9040         2    4.64 
                               multiplier_0/op2[15]         4    4.64 
        execution_unit_0/register_file_0/rtlc_N8802         2    4.64 
                  execution_unit_0/alu_0/rtlc_N2387         4    4.64 
                              frontend_0/rtlc_N4330         4    4.64 
                          mem_backbone_0/rtlc_N2479         4    4.63 
                  execution_unit_0/alu_0/rtlc_N2553         2    4.63 
                  execution_unit_0/alu_0/rtlc_N2273         2    4.63 
                  execution_unit_0/alu_0/rtlc_N2269         2    4.63 
                           frontend_0/rtlc_N1255[9]         2    4.62 
                  execution_unit_0/alu_0/rtlc_N2185         3    4.61 
                              frontend_0/rtlc_N4695         2    4.61 
             execution_unit_0/register_file_0/r5[3]         3    4.61 
     clock_module_0/sync_cell_lfxt_clk/data_sync[1]         2    4.61 
                        dbg_0/dbg_uart_0/rtlc_N1240         2    4.60 
            execution_unit_0/register_file_0/r7[13]         3    4.60 
                                   dbg_mem_addr[14]         3    4.59 
                              frontend_0/rtlc_N4893         3    4.59 
               clock_module_0/sync_cell_puc/rtlc_N4         3    4.59 
                               watchdog_0/rtlc_N489         3    4.58 
          clock_module_0/sync_cell_puc/data_sync[0]         2    4.57 
                        dbg_0/dbg_uart_0/rtlc_N1653         2    4.57 
                                       inst_dext[9]         2    4.57 
                              frontend_0/rtlc_N4770         3    4.56 
                                   dbg_0/rtlc_N2840         4    4.56 
        execution_unit_0/register_file_0/rtlc_N7650         2    4.56 
        execution_unit_0/register_file_0/rtlc_N7312         2    4.56 
                execution_unit_0/alu_0/rtlc_N207[3]         3    4.56 
                        execution_unit_0/rtlc_N2983         2    4.56 
                       dbg_0/dbg_uart_0/xfer_bit[3]         4    4.55 
        execution_unit_0/register_file_0/rtlc_N8946         2    4.55 
                                   dbg_0/rtlc_N3204         5    4.54 
                               watchdog_0/wdtctl[0]         3    4.54 
                        execution_unit_0/rtlc_N2958         2    4.54 
                           frontend_0/rtlc_N219[13]         2    4.54 
           execution_unit_0/register_file_0/r11[11]         3    4.53 
                                             cpuoff         2    4.53 
             execution_unit_0/register_file_0/r6[9]         3    4.53 
                execution_unit_0/alu_0/rtlc_N355[4]         2    4.53 
                                   dbg_0/rtlc_N2923         2    4.53 
                               watchdog_0/rtlc_N477         3    4.52 
                    execution_unit_0/mdb_out_nxt[3]         3    4.52 
                                    sfr_0/rtlc_N382         2    4.52 
                               watchdog_0/rtlc_N481         2    4.52 
                                   per_dout_sfr[14]         2    4.51 
           execution_unit_0/register_file_0/r13[12]         3    4.51 
                  execution_unit_0/alu_0/rtlc_N2413         2    4.51 
                                         sfr_0/nmie         3    4.51 
                       dbg_0/dbg_uart_0/rtlc_N45[0]         2    4.50 
                                    sfr_0/rtlc_N400         4    4.49 
                        dbg_0/dbg_uart_0/rtlc_N1873         2    4.49 
                              frontend_0/rtlc_N4701         2    4.49 
                           frontend_0/rtlc_N395[14]         2    4.49 
                        dbg_0/dbg_uart_0/rtlc_N1666         2    4.49 
             execution_unit_0/register_file_0/r9[1]         3    4.48 
                                    sfr_0/rtlc_N438         3    4.48 
                        dbg_0/dbg_uart_0/rtlc_N1128         2    4.48 
                          mem_backbone_0/rtlc_N2471         3    4.47 
                              frontend_0/rtlc_N4874         2    4.47 
                        execution_unit_0/rtlc_N2918         2    4.46 
                           clock_module_0/rtlc_N532         3    4.46 
                                   per_dout_clk[14]         2    4.46 
                              frontend_0/rtlc_N4396         3    4.45 
                                 dbg_0/rtlc_N113[5]         2    4.45 
                       dbg_0/dbg_uart_0/rtlc_N74[9]         2    4.45 
                          clock_module_0/bcsctl2[3]         3    4.45 
                           frontend_0/rtlc_N395[11]         2    4.45 
        execution_unit_0/register_file_0/rtlc_N2372         2    4.45 
                              frontend_0/rtlc_N3944         2    4.44 
                              frontend_0/rtlc_N4460         4    4.44 
                            frontend_0/rtlc_N219[5]         2    4.43 
        execution_unit_0/register_file_0/rtlc_N9206         2    4.43 
        execution_unit_0/register_file_0/rtlc_N6844         2    4.43 
        execution_unit_0/register_file_0/rtlc_N8977         2    4.43 
                               watchdog_0/rtlc_N497         3    4.42 
        execution_unit_0/register_file_0/rtlc_N9146         2    4.42 
                  execution_unit_0/alu_0/rtlc_N2572         3    4.41 
        execution_unit_0/register_file_0/rtlc_N5887         2    4.40 
           execution_unit_0/register_file_0/r14[10]         3    4.40 
         clock_module_0/sync_reset_por/data_sync[1]         2    4.39 
                              frontend_0/rtlc_N4099         2    4.39 
                              frontend_0/rtlc_N4117         2    4.39 
                       dbg_0/dbg_uart_0/xfer_buf[7]         3    4.38 
        execution_unit_0/register_file_0/rtlc_N6337         2    4.38 
                                   dbg_0/rtlc_N2652         2    4.38 
                                   dbg_0/rtlc_N2806         3    4.38 
                           frontend_0/rtlc_N1255[3]         2    4.38 
                execution_unit_0/alu_0/rtlc_N355[0]         2    4.38 
                                   dbg_0/rtlc_N2729         3    4.36 
            execution_unit_0/register_file_0/r7[15]         3    4.36 
                execution_unit_0/alu_0/rtlc_N353[4]         4    4.36 
                                   dbg_0/rtlc_N2945         2    4.36 
                       dbg_0/dbg_uart_0/rtlc_N45[7]         2    4.35 
           execution_unit_0/register_file_0/r11[12]         3    4.35 
                                   dbg_0/rtlc_N3197         4    4.34 
            execution_unit_0/register_file_0/r10[9]         3    4.34 
             execution_unit_0/register_file_0/r7[9]         3    4.34 
                            multiplier_0/rtlc_N1556         2    4.33 
                                   dbg_0/cpu_ctl[4]         3    4.33 
                          watchdog_0/wdtcnt_nxt[10]         2    4.33 
                      dbg_0/dbg_uart_0/xfer_cnt[12]         3    4.32 
                                  dbg_0/dbg_dout[2]         2    4.32 
                          mem_backbone_0/rtlc_N2388         3    4.32 
                          mem_backbone_0/rtlc_N2368         3    4.32 
                        execution_unit_0/rtlc_N2737         3    4.32 
                  execution_unit_0/alu_0/rtlc_N2574         2    4.32 
            execution_unit_0/register_file_0/r7[10]         3    4.32 
                        dbg_0/dbg_uart_0/rtlc_N1861         2    4.32 
        execution_unit_0/register_file_0/rtlc_N7299         2    4.30 
        execution_unit_0/register_file_0/rtlc_N6545         2    4.30 
                                multiplier_0/op2[0]         3    4.30 
                           frontend_0/rtlc_N1251[7]         2    4.30 
                            frontend_0/rtlc_N564[5]         2    4.30 
                        dbg_0/dbg_uart_0/rtlc_N1832         2    4.30 
                       dbg_0/dbg_uart_0/rtlc_N45[2]         2    4.29 
                              frontend_0/rtlc_N4356         2    4.28 
                              frontend_0/rtlc_N3071         2    4.28 
                         frontend_0/inst_alu_nxt[9]         2    4.27 
        execution_unit_0/register_file_0/rtlc_N9259         2    4.26 
             execution_unit_0/register_file_0/r8[7]         3    4.26 
                      dbg_0/dbg_uart_0/rtlc_N45[13]         2    4.26 
                                   dbg_0/rtlc_N2866         3    4.24 
                            multiplier_0/rtlc_N2340         2    4.24 
                        dbg_0/dbg_uart_0/rtlc_N1973         3    4.23 
                                   dbg_0/rtlc_N1727         2    4.23 
                execution_unit_0/alu_0/rtlc_N306[3]         2    4.23 
        execution_unit_0/register_file_0/rtlc_N8757         2    4.23 
                              watchdog_0/wdtcnt[12]         2    4.23 
                        dbg_0/dbg_uart_0/rtlc_N1859         2    4.22 
                          mem_backbone_0/rtlc_N2496         3    4.22 
                                   dbg_0/rtlc_N2769         2    4.22 
        execution_unit_0/register_file_0/rtlc_N6233         2    4.20 
                     mem_backbone_0/per_dout_val[1]         3    4.20 
                  execution_unit_0/alu_0/rtlc_N2428         2    4.20 
                execution_unit_0/alu_0/rtlc_N306[4]         2    4.19 
                          mem_backbone_0/rtlc_N2403         3    4.19 
                                   per_dout_clk[10]         2    4.19 
                        execution_unit_0/rtlc_N2939         2    4.18 
                            dbg_0/dbg_uart_0/dbg_bw         2    4.18 
                            frontend_0/rtlc_N395[8]         2    4.18 
            execution_unit_0/register_file_0/r8[11]         3    4.17 
                        execution_unit_0/rtlc_N2515         2    4.17 
        execution_unit_0/register_file_0/rtlc_N8723         2    4.17 
                           frontend_0/rtlc_N1252[0]         2    4.16 
                        execution_unit_0/rtlc_N2732         3    4.16 
        execution_unit_0/register_file_0/rtlc_N9186         2    4.16 
                        execution_unit_0/rtlc_N2426         2    4.16 
                          mem_backbone_0/rtlc_N2625         2    4.16 
        execution_unit_0/register_file_0/rtlc_N2381         2    4.15 
                              frontend_0/rtlc_N4546         3    4.14 
                              frontend_0/rtlc_N4405         3    4.14 
                                   dbg_0/rtlc_N2825         2    4.14 
        execution_unit_0/register_file_0/rtlc_N5558         2    4.14 
             execution_unit_0/register_file_0/r8[8]         3    4.13 
                    execution_unit_0/mdb_in_buf[14]         2    4.12 
                                      sfr_0/nmi_dly         3    4.12 
                     execution_unit_0/mdb_in_buf[7]         2    4.12 
                          mem_backbone_0/rtlc_N2453         2    4.11 
                   sfr_0/sync_cell_nmi/data_sync[1]         2    4.11 
        execution_unit_0/register_file_0/rtlc_N8573         2    4.11 
        execution_unit_0/register_file_0/rtlc_N8925         2    4.11 
                execution_unit_0/alu_0/rtlc_N257[0]         2    4.11 
                                   dbg_0/rtlc_N2753         2    4.11 
        execution_unit_0/register_file_0/rtlc_N9030         2    4.10 
        execution_unit_0/register_file_0/rtlc_N9067         2    4.10 
                  execution_unit_0/alu_0/rtlc_N2291         3    4.10 
                          frontend_0/inst_as_nxt[4]         2    4.10 
                                    per_dout_mpy[2]         2    4.10 
                                    per_dout_mpy[7]         2    4.09 
                              frontend_0/rtlc_N4940         3    4.09 
                           frontend_0/rtlc_N1255[5]         2    4.08 
        execution_unit_0/register_file_0/rtlc_N6142         2    4.08 
                                          rtlc_N348         2    4.07 
        execution_unit_0/register_file_0/rtlc_N8851         2    4.07 
                        execution_unit_0/rtlc_N2955         2    4.06 
        execution_unit_0/register_file_0/rtlc_N9372         2    4.06 
                            multiplier_0/rtlc_N2417         2    4.06 
        execution_unit_0/register_file_0/rtlc_N8781         2    4.04 
                        dbg_0/dbg_uart_0/rtlc_N2071         2    4.04 
                         frontend_0/inst_src_bin[3]         2    4.03 
                    execution_unit_0/mdb_out_nxt[6]         3    4.02 
                          mem_backbone_0/rtlc_N2459         3    4.02 
        execution_unit_0/register_file_0/rtlc_N7637         2    4.02 
        execution_unit_0/register_file_0/rtlc_N7624         2    4.02 
                                    sfr_0/rtlc_N390         4    4.02 
            execution_unit_0/register_file_0/r9[15]         3    4.02 
                              frontend_0/rtlc_N4483         2    4.01 
                          frontend_0/rtlc_N1257[14]         2    4.01 
                          mem_backbone_0/rtlc_N2418         3    4.01 
                                multiplier_0/op2[5]         3    4.01 
                               watchdog_0/rtlc_N458         3    4.01 
                            multiplier_0/rtlc_N2578         3    4.01 
                                   dbg_0/rtlc_N1652         2    4.00 
                               dbg_0/dbg_mem_rd_dly         2    4.00 
                                   dbg_0/rtlc_N2787         3    4.00 
                    execution_unit_0/alu_stat_wr[2]         3    3.99 
                        dbg_0/dbg_uart_0/rtlc_N1429         2    3.99 
                            multiplier_0/rtlc_N1752         2    3.99 
                 mem_backbone_0/pmem_dout_bckup[13]         2    3.99 
                                   dbg_0/cpu_ctl[6]         3    3.99 
                              frontend_0/rtlc_N4642         2    3.99 
                                  dbg_0/dbg_addr[4]         4    3.98 
                                   dbg_0/rtlc_N2366         2    3.98 
                                   dbg_0/rtlc_N2223         2    3.98 
        execution_unit_0/register_file_0/rtlc_N9307         2    3.98 
                                   dbg_0/rtlc_N3158         2    3.98 
                                 dbg_0/rtlc_N197[2]         2    3.97 
                              frontend_0/rtlc_N4334         4    3.97 
                                   dbg_0/rtlc_N3112         2    3.97 
                                          rtlc_N375         2    3.96 
                                          rtlc_N381         2    3.96 
                  execution_unit_0/alu_0/rtlc_N2521         2    3.96 
        execution_unit_0/register_file_0/rtlc_N8804         2    3.96 
                            frontend_0/rtlc_N219[3]         2    3.95 
                     execution_unit_0/mdb_in_buf[3]         2    3.94 
                    execution_unit_0/mdb_in_buf[13]         2    3.94 
